,Consumer_Fund_Value
2019-11-05,1997.7599487304688
2019-11-06,2004.0
2019-11-07,1994.3999633789062
2019-11-08,2012.159912109375
2019-11-09,2019.840087890625
2019-11-10,2019.840087890625
2019-11-11,2019.840087890625
2019-11-12,2008.3200073242188
2019-11-13,2004.4799194335938
2019-11-14,2004.9600219726562
2019-11-15,1986.2400512695312
2019-11-16,1982.8800659179688
2019-11-17,1982.8800659179688
2019-11-18,1982.8800659179688
2019-11-19,2016.9600219726562
2019-11-20,2010.719970703125
2019-11-21,2230.0799560546875
2019-11-22,2160.9600219726562
2019-11-23,2188.7999267578125
2019-11-24,2188.7999267578125
2019-11-25,2188.7999267578125
2019-11-26,2225.7599487304688
2019-11-27,2231.0399780273438
2019-11-28,2241.1199340820312
2019-11-29,2241.1199340820312
2019-11-30,2240.159912109375
2019-12-01,2240.159912109375
2019-12-02,2240.159912109375
2019-12-03,2234.8800659179688
2019-12-04,2259.3599853515625
2019-12-05,2265.6000366210938
2019-12-06,2275.6799926757812
2019-12-07,2265.6000366210938
2019-12-08,2265.6000366210938
2019-12-09,2265.6000366210938
2019-12-10,2233.43994140625
2019-12-11,2258.3999633789062
2019-12-12,2274.2400512695312
2019-12-13,2241.6000366210938
2019-12-14,2260.3200073242188
2019-12-15,2260.3200073242188
2019-12-16,2260.3200073242188
2019-12-17,2248.3200073242188
2019-12-18,2256.9600219726562
2019-12-19,2256.4799194335938
2019-12-20,2284.3200073242188
2019-12-21,2274.719970703125
2019-12-22,2274.719970703125
2019-12-23,2274.719970703125
2019-12-24,2277.6000366210938
2019-12-25,2273.280029296875
2019-12-26,2273.280029296875
2019-12-27,2260.3200073242188
2019-12-28,2274.2400512695312
2019-12-29,2274.2400512695312
2019-12-30,2274.2400512695312
2019-12-31,2279.5200805664062
2020-01-01,2280.9600219726562
2020-01-02,2280.9600219726562
2020-01-03,2233.43994140625
2020-01-04,2199.840087890625
2020-01-05,2199.840087890625
2020-01-06,2199.840087890625
2020-01-07,2160.9600219726562
2020-01-08,2148.9600219726562
2020-01-09,2142.719970703125
2020-01-10,2148.4799194335938
2020-01-11,2184.9600219726562
2020-01-12,2184.9600219726562
2020-01-13,2184.9600219726562
2020-01-14,2212.3200073242188
2020-01-15,2271.840087890625
2020-01-16,2287.6799926757812
2020-01-17,2340.0
2020-01-18,2313.1199340820312
2020-01-19,2313.1199340820312
2020-01-20,2313.1199340820312
2020-01-21,2313.1199340820312
2020-01-22,2317.43994140625
2020-01-23,2268.4799194335938
2020-01-24,2209.9200439453125
2020-01-25,2212.7999267578125
2020-01-26,2212.7999267578125
2020-01-27,2212.7999267578125
2020-01-28,2201.7599487304688
2020-01-29,2208.4799194335938
2020-01-30,2214.2400512695312
2020-01-31,2040.9600219726562
2020-02-01,2062.0799560546875
2020-02-02,2062.0799560546875
2020-02-03,2062.0799560546875
2020-02-04,2044.7999267578125
2020-02-05,2125.9200439453125
2020-02-06,2073.6000366210938
2020-02-07,2013.6000366210938
2020-02-08,1999.6799926757812
2020-02-09,1999.6799926757812
2020-02-10,1999.6799926757812
2020-02-11,2052.0
2020-02-12,2049.1199340820312
2020-02-13,2029.43994140625
2020-02-14,2013.1199340820312
2020-02-15,2029.43994140625
2020-02-16,2029.43994140625
2020-02-17,2029.43994140625
2020-02-18,2029.43994140625
2020-02-19,2056.3200073242188
2020-02-20,2060.6400146484375
2020-02-21,2123.5200805664062
2020-02-22,2116.3200073242188
2020-02-23,2116.3200073242188
2020-02-24,2116.3200073242188
2020-02-25,1988.6400146484375
2020-02-26,1866.719970703125
2020-02-27,1803.840087890625
2020-02-28,1822.0799560546875
2020-02-29,1840.3200073242188
2020-03-01,1840.3200073242188
2020-03-02,1840.3200073242188
2020-03-03,1752.9600219726562
2020-03-04,1775.5200805664062
2020-03-05,1692.4799194335938
2020-03-06,1677.6000366210938
2020-03-07,1527.8399963378906
2020-03-08,1527.8399963378906
2020-03-09,1527.8399963378906
2020-03-10,1586.3999633789062
2020-03-11,1474.5599670410156
2020-03-12,1349.280029296875
2020-03-13,1450.5599670410156
2020-03-14,1295.5199890136719
2020-03-15,1295.5199890136719
2020-03-16,1295.5199890136719
2020-03-17,1311.8399963378906
