,TMT_Fund_Value
2019-06-30,28357.11846923828
2019-07-01,28357.11846923828
2019-07-02,28545.22038269043
2019-07-03,28729.141403198242
2019-07-04,28645.539489746094
2019-07-05,28645.539489746094
2019-07-06,28624.641403198242
2019-07-07,28624.641403198242
2019-07-08,28624.641403198242
2019-07-09,28520.141403198242
2019-07-10,28810.651275634766
2019-07-11,28925.598724365234
2019-07-12,29030.098724365234
2019-07-13,29030.098724365234
2019-07-14,29030.098724365234
2019-07-15,29030.098724365234
2019-07-16,28649.72038269043
2019-07-17,28480.430892944336
2019-07-18,28511.77961730957
2019-07-19,28553.578979492188
2019-07-20,28931.86846923828
2019-07-21,28931.86846923828
2019-07-22,28931.86846923828
2019-07-23,29111.608596801758
2019-07-24,29410.480255126953
2019-07-25,29299.710510253906
2019-07-26,29540.05923461914
2019-07-27,29475.269744873047
2019-07-28,29475.269744873047
2019-07-29,29475.269744873047
2019-07-30,29333.151275634766
2019-07-31,28480.430892944336
2019-08-01,28854.539489746094
2019-08-02,28612.098724365234
2019-08-03,27631.891403198242
2019-08-04,27631.891403198242
2019-08-05,27631.891403198242
2019-08-06,28150.210510253906
2019-08-07,28273.519744873047
2019-08-08,29028.009872436523
2019-08-09,28781.391403198242
2019-08-10,28380.108596801758
2019-08-11,28380.108596801758
2019-08-12,28380.108596801758
2019-08-13,28967.401275634766
2019-08-14,28001.819107055664
2019-08-15,27939.11846923828
2019-08-16,28451.171020507812
2019-08-17,28927.69076538086
2019-08-18,28927.69076538086
2019-08-19,28927.69076538086
2019-08-20,28687.33885192871
2019-08-21,29007.108596801758
2019-08-22,28796.019744873047
2019-08-23,27878.509872436523
2019-08-24,28309.049362182617
2019-08-25,28309.049362182617
2019-08-26,28309.049362182617
2019-08-27,28369.66114807129
2019-08-28,28332.039489746094
2019-08-29,28867.078979492188
2019-08-30,28812.740127563477
2019-08-31,28432.358596801758
2019-09-01,28432.358596801758
2019-09-02,28432.358596801758
2019-09-03,28432.358596801758
2019-09-04,28764.671020507812
2019-09-05,29270.450637817383
2019-09-06,29071.901275634766
2019-09-07,28741.680892944336
2019-09-08,28741.680892944336
2019-09-09,28741.680892944336
2019-09-10,28440.72038269043
2019-09-11,28449.078979492188
2019-09-12,28741.680892944336
2019-09-13,28699.88153076172
2019-09-14,28492.97038269043
2019-09-15,28492.97038269043
2019-09-16,28492.97038269043
2019-09-17,28714.509872436523
2019-09-18,28950.680892944336
2019-09-19,29483.63153076172
2019-09-20,29142.960510253906
2019-09-21,29080.259872436523
2019-09-22,29080.259872436523
2019-09-23,29080.259872436523
2019-09-24,28712.421020507812
2019-09-25,29126.240127563477
2019-09-26,29163.858596801758
2019-09-27,28785.569107055664
2019-09-28,29057.269744873047
2019-09-29,29057.269744873047
2019-09-30,29057.269744873047
2019-10-01,28647.63153076172
2019-10-02,28141.848724365234
2019-10-03,28482.519744873047
2019-10-04,28867.078979492188
2019-10-05,28658.078979492188
2019-10-06,28658.078979492188
2019-10-07,28658.078979492188
2019-10-08,28355.02961730957
2019-10-09,28892.16114807129
2019-10-10,29071.901275634766
2019-10-11,29193.11846923828
2019-10-12,29165.950637817383
2019-10-13,29165.950637817383
2019-10-14,29165.950637817383
2019-10-15,29588.13153076172
2019-10-16,29345.69076538086
2019-10-17,29195.210510253906
2019-10-18,28718.69076538086
2019-10-19,28931.86846923828
2019-10-20,28931.86846923828
2019-10-21,28931.86846923828
2019-10-22,28501.328979492188
2019-10-23,28683.16114807129
2019-10-24,29247.460510253906
2019-10-25,29412.569107055664
2019-10-26,30135.710510253906
2019-10-27,30135.710510253906
2019-10-28,30135.710510253906
2019-10-29,29851.47038269043
2019-10-30,30223.490127563477
2019-10-31,29964.328979492188
2019-11-01,30037.480255126953
2019-11-02,30210.950637817383
2019-11-03,30210.950637817383
2019-11-04,30210.950637817383
2019-11-05,30192.141403198242
2019-11-06,30108.539489746094
2019-11-07,30150.33885192871
