,Energy_Fund_Value
2018-06-24,6526.499710083008
2018-06-25,6526.499710083008
2018-06-26,6623.400115966797
2018-06-27,6626.25
2018-06-28,6643.350028991699
2018-06-29,6633.850173950195
2018-06-30,6550.249710083008
2018-07-01,6550.249710083008
2018-07-02,6550.249710083008
2018-07-03,6586.350173950195
2018-07-04,6671.850318908691
2018-07-05,6671.850318908691
2018-07-06,6764.949913024902
2018-07-07,6774.449768066406
2018-07-08,6774.449768066406
2018-07-09,6774.449768066406
2018-07-10,6765.900115966797
2018-07-11,6679.449768066406
2018-07-12,6731.700057983398
2018-07-13,6783.000144958496
2018-07-14,6650.9502029418945
2018-07-15,6650.9502029418945
2018-07-16,6650.9502029418945
2018-07-17,6681.350173950195
2018-07-18,6662.349739074707
2018-07-19,6691.800231933594
2018-07-20,6643.350028991699
2018-07-21,6664.250144958496
2018-07-22,6664.250144958496
2018-07-23,6664.250144958496
2018-07-24,6686.099739074707
2018-07-25,6734.549942016602
2018-07-26,6772.550086975098
2018-07-27,6661.400260925293
2018-07-28,6705.100173950195
2018-07-29,6705.100173950195
2018-07-30,6705.100173950195
2018-07-31,6691.800231933594
2018-08-01,6471.400260925293
2018-08-02,6507.5
2018-08-03,6413.4502029418945
2018-08-04,6479.949913024902
2018-08-05,6479.949913024902
2018-08-06,6479.949913024902
2018-08-07,6482.7997970581055
2018-08-08,6517.950057983398
2018-08-09,6530.2997970581055
2018-08-10,6545.500144958496
2018-08-11,6463.800086975098
2018-08-12,6463.800086975098
2018-08-13,6463.800086975098
2018-08-14,6512.250289916992
2018-08-15,6360.249710083008
2018-08-16,6379.250144958496
2018-08-17,6414.399681091309
2018-08-18,6444.799652099609
2018-08-19,6444.799652099609
2018-08-20,6444.799652099609
2018-08-21,6409.650115966797
2018-08-22,6480.900115966797
2018-08-23,6385.900115966797
2018-08-24,6411.5497970581055
2018-08-25,6441.949768066406
2018-08-26,6441.949768066406
2018-08-27,6441.949768066406
2018-08-28,6395.399971008301
2018-08-29,6334.600028991699
2018-08-30,6312.749710083008
2018-08-31,6261.450347900391
2018-09-01,6241.499710083008
2018-09-02,6241.499710083008
2018-09-03,6241.499710083008
2018-09-04,6241.499710083008
2018-09-05,6277.600173950195
2018-09-06,6270.9502029418945
2018-09-07,6254.799652099609
2018-09-08,6133.199768066406
2018-09-09,6133.199768066406
2018-09-10,6133.199768066406
2018-09-11,6176.899681091309
2018-09-12,6185.450057983398
2018-09-13,6266.199913024902
2018-09-14,6307.049942016602
2018-09-15,6457.150115966797
2018-09-16,6457.150115966797
2018-09-17,6457.150115966797
2018-09-18,6568.299942016602
2018-09-19,6604.399681091309
2018-09-20,6517.950057983398
2018-09-21,6565.450057983398
2018-09-22,6447.650260925293
2018-09-23,6447.650260925293
2018-09-24,6447.650260925293
2018-09-25,6500.850028991699
2018-09-26,6498.950347900391
2018-09-27,6477.100028991699
2018-09-28,6440.050086975098
2018-09-29,6550.249710083008
2018-09-30,6550.249710083008
2018-10-01,6550.249710083008
2018-10-02,6448.599739074707
2018-10-03,6500.850028991699
2018-10-04,6505.600318908691
2018-10-05,6517.950057983398
2018-10-06,6498.000144958496
2018-10-07,6498.000144958496
2018-10-08,6498.000144958496
2018-10-09,6528.400115966797
2018-10-10,6394.449768066406
2018-10-11,6195.900115966797
2018-10-12,6176.899681091309
2018-10-13,6156.949768066406
2018-10-14,6156.949768066406
2018-10-15,6156.949768066406
2018-10-16,6408.699913024902
2018-10-17,6366.899681091309
2018-10-18,6357.399826049805
2018-10-19,6440.050086975098
2018-10-20,6363.100318908691
2018-10-21,6363.100318908691
2018-10-22,6363.100318908691
2018-10-23,6260.500144958496
2018-10-24,6045.799942016602
2018-10-25,6137.950057983398
2018-10-26,6017.30001449585
2018-10-27,6006.849956512451
2018-10-28,6006.849956512451
2018-10-29,6006.849956512451
2018-10-30,6010.650043487549
2018-10-31,6231.999855041504
2018-11-01,6156.949768066406
2018-11-02,5940.349884033203
2018-11-03,6075.250072479248
2018-11-04,6075.250072479248
2018-11-05,6075.250072479248
2018-11-06,6050.5498695373535
2018-11-07,6086.649971008301
2018-11-08,6077.150115966797
2018-11-09,5993.55001449585
2018-11-10,5927.049942016602
2018-11-11,5927.049942016602
2018-11-12,5927.049942016602
2018-11-13,5795.949840545654
2018-11-14,5735.149898529053
2018-11-15,5829.200057983398
2018-11-16,5909.000072479248
2018-11-17,5916.599884033203
2018-11-18,5916.599884033203
2018-11-19,5916.599884033203
2018-11-20,5732.30001449585
2018-11-21,5794.050159454346
2018-11-22,5614.499855041504
2018-11-23,5614.499855041504
2018-11-24,5655.349884033203
2018-11-25,5655.349884033203
2018-11-26,5655.349884033203
2018-11-27,5676.25
2018-11-28,5749.400043487549
2018-11-29,5827.30001449585
2018-11-30,5835.850028991699
2018-12-01,5961.25
2018-12-02,5961.25
2018-12-03,5961.25
2018-12-04,5756.999855041504
2018-12-05,5640.149898529053
2018-12-06,5640.149898529053
2018-12-07,5699.050159454346
2018-12-08,5620.19998550415
2018-12-09,5620.19998550415
2018-12-10,5620.19998550415
2018-12-11,5603.099956512451
2018-12-12,5672.449913024902
2018-12-13,5837.750072479248
2018-12-14,5718.0498695373535
2018-12-15,5566.999855041504
2018-12-16,5566.999855041504
2018-12-17,5566.999855041504
2018-12-18,5364.650115966797
2018-12-19,5309.549942016602
2018-12-20,5179.400043487549
2018-12-21,5120.500144958496
2018-12-22,4825.050086975098
2018-12-23,4825.050086975098
2018-12-24,4825.050086975098
2018-12-25,5101.500072479248
2018-12-26,5101.500072479248
2018-12-27,5065.399971008301
2018-12-28,5033.099956512451
2018-12-29,5125.250072479248
2018-12-30,5125.250072479248
2018-12-31,5125.250072479248
2019-01-01,5168.94998550415
2019-01-02,5168.94998550415
2019-01-03,5156.599884033203
2019-01-04,5381.750144958496
2019-01-05,5475.799942016602
2019-01-06,5475.799942016602
2019-01-07,5475.799942016602
2019-01-08,5592.649898529053
2019-01-09,5674.349956512451
2019-01-10,5703.800086975098
2019-01-11,5680.999927520752
2019-01-12,5640.149898529053
2019-01-13,5640.149898529053
2019-01-14,5640.149898529053
2019-01-15,5791.199913024902
2019-01-16,5811.149826049805
2019-01-17,5880.500144958496
2019-01-18,6003.0498695373535
2019-01-19,5945.100173950195
2019-01-20,5945.100173950195
2019-01-21,5945.100173950195
2019-01-22,5945.100173950195
2019-01-23,5942.249927520752
2019-01-24,5951.750144958496
2019-01-25,5931.7998695373535
2019-01-26,5917.550086975098
2019-01-27,5917.550086975098
2019-01-28,5917.550086975098
2019-01-29,6041.999855041504
2019-01-30,6098.999710083008
2019-01-31,6099.949913024902
2019-02-01,6190.200347900391
2019-02-02,6269.0497970581055
2019-02-03,6269.0497970581055
2019-02-04,6269.0497970581055
2019-02-05,6289.949913024902
2019-02-06,6248.149681091309
2019-02-07,6188.299942016602
2019-02-08,6176.899681091309
2019-02-09,6179.750289916992
2019-02-10,6179.750289916992
2019-02-11,6179.750289916992
2019-02-12,11102.11003112793
2019-02-13,11189.920082092285
2019-02-14,11238.750160217285
2019-02-15,11388.630004882812
2019-02-16,11514.71002960205
2019-02-17,11514.71002960205
2019-02-18,11514.71002960205
2019-02-19,11514.71002960205
2019-02-20,11507.990142822266
2019-02-21,11500.81021118164
2019-02-22,11542.290405273438
2019-02-23,11483.119987487793
2019-02-24,11483.119987487793
2019-02-25,11483.119987487793
2019-02-26,11220.25015258789
2019-02-27,11363.440223693848
2019-02-28,11283.620307922363
2019-03-01,11471.830352783203
2019-03-02,11477.690223693848
2019-03-03,11477.690223693848
2019-03-04,11477.690223693848
2019-03-05,11471.68978881836
2019-03-06,11417.560081481934
2019-03-07,11492.649810791016
2019-03-08,11489.000305175781
2019-03-09,11594.720191955566
2019-03-10,11594.720191955566
2019-03-11,11594.720191955566
2019-03-12,11673.25
2019-03-13,11741.069610595703
2019-03-14,11727.750129699707
2019-03-15,11709.409973144531
2019-03-16,11855.100326538086
2019-03-17,11855.100326538086
2019-03-18,11855.100326538086
2019-03-19,11818.439781188965
2019-03-20,11913.150421142578
2019-03-21,12048.159973144531
2019-03-22,11976.960189819336
2019-03-23,11958.319923400879
2019-03-24,11958.319923400879
2019-03-25,11958.319923400879
2019-03-26,11978.190231323242
2019-03-27,11932.429809570312
2019-03-28,11943.309791564941
2019-03-29,12046.779678344727
2019-03-30,12128.339736938477
2019-03-31,12128.339736938477
2019-04-01,12128.339736938477
2019-04-02,12141.269821166992
2019-04-03,12056.71987915039
2019-04-04,12062.460174560547
2019-04-05,12215.620323181152
2019-04-06,12194.369720458984
2019-04-07,12194.369720458984
2019-04-08,12194.369720458984
2019-04-09,12136.920234680176
2019-04-10,12111.439781188965
2019-04-11,12162.10034942627
2019-04-12,12290.550117492676
2019-04-13,12186.62954711914
2019-04-14,12186.62954711914
2019-04-15,12186.62954711914
2019-04-16,12145.409652709961
2019-04-17,12097.820358276367
2019-04-18,12046.930099487305
2019-04-19,12034.689910888672
2019-04-20,12034.689910888672
2019-04-21,12034.689910888672
2019-04-22,12034.689910888672
2019-04-23,12060.81037902832
2019-04-24,12088.480041503906
2019-04-25,12102.820045471191
2019-04-26,12035.500450134277
2019-04-27,11928.300392150879
2019-04-28,11928.300392150879
2019-04-29,11928.300392150879
2019-04-30,11955.199897766113
2019-05-01,11846.70004272461
2019-05-02,11767.459907531738
2019-05-03,11834.899810791016
2019-05-04,11725.67008972168
2019-05-05,11725.67008972168
2019-05-06,11725.67008972168
2019-05-07,11706.88013458252
2019-05-08,11679.579772949219
2019-05-09,11700.830047607422
2019-05-10,11941.930404663086
2019-05-11,11877.310111999512
2019-05-12,11877.310111999512
2019-05-13,11877.310111999512
2019-05-14,11924.630142211914
2019-05-15,11973.590209960938
2019-05-16,12090.459907531738
2019-05-17,12085.499694824219
2019-05-18,12009.539772033691
2019-05-19,12009.539772033691
2019-05-20,12009.539772033691
2019-05-21,12111.650115966797
2019-05-22,12131.350479125977
2019-05-23,12049.190383911133
2019-05-24,12014.750610351562
2019-05-25,11828.000465393066
2019-05-26,11828.000465393066
2019-05-27,11828.000465393066
2019-05-28,11828.000465393066
2019-05-29,11687.05001449585
2019-05-30,11749.860054016113
2019-05-31,11696.249767303467
2019-06-01,11731.230041503906
2019-06-02,11731.230041503906
2019-06-03,11731.230041503906
2019-06-04,11868.669960021973
2019-06-05,11961.61018371582
2019-06-06,12072.240135192871
2019-06-07,12052.12003326416
2019-06-08,12018.769813537598
2019-06-09,12018.769813537598
2019-06-10,12018.769813537598
2019-06-11,12036.360168457031
2019-06-12,11957.419815063477
2019-06-13,12061.9697265625
2019-06-14,12047.379676818848
2019-06-15,12088.79963684082
2019-06-16,12088.79963684082
2019-06-17,12088.79963684082
2019-06-18,12140.399826049805
2019-06-19,12273.329895019531
2019-06-20,12470.9605178833
2019-06-21,12614.019943237305
2019-06-22,12449.10034942627
2019-06-23,12449.10034942627
2019-06-24,12449.10034942627
2019-06-25,12378.610168457031
2019-06-26,12289.67961883545
2019-06-27,12231.219856262207
2019-06-28,12446.869873046875
2019-06-29,12487.429809570312
2019-06-30,12487.429809570312
2019-07-01,12487.429809570312
2019-07-02,12531.799926757812
2019-07-03,12587.949447631836
2019-07-04,12626.94009399414
2019-07-05,12626.94009399414
2019-07-06,12565.510154724121
2019-07-07,12565.510154724121
2019-07-08,12565.510154724121
2019-07-09,12612.050102233887
2019-07-10,12698.129867553711
2019-07-11,12787.469741821289
2019-07-12,12788.770263671875
2019-07-13,12762.670555114746
2019-07-14,12762.670555114746
2019-07-15,12762.670555114746
2019-07-16,12652.429908752441
2019-07-17,12633.649810791016
