,Financial_Fund_Value
2021-08-30,18961.600341796875
2021-08-31,18865.799560546875
2021-09-01,18876.400146484375
2021-09-02,19013.399658203125
2021-09-03,18745.6005859375
2021-09-04,18496.600341796875
2021-09-05,18496.600341796875
2021-09-06,18496.600341796875
2021-09-07,18496.600341796875
2021-09-08,18486.800537109375
2021-09-09,18442.80029296875
2021-09-10,18332.39990234375
2021-09-11,18325.2001953125
2021-09-12,18325.2001953125
2021-09-13,18325.2001953125
2021-09-14,18039.000244140625
2021-09-15,18193.00048828125
2021-09-16,17808.800048828125
2021-09-17,17532.60009765625
2021-09-18,17145.400390625
2021-09-19,17145.400390625
2021-09-20,17145.400390625
2021-09-21,16904.7998046875
2021-09-22,17020.999755859375
2021-09-23,17523.399658203125
2021-09-24,17492.39990234375
2021-09-25,17509.3994140625
2021-09-26,17509.3994140625
2021-09-27,17509.3994140625
2021-09-28,17211.400146484375
2021-09-29,17131.400146484375
2021-09-30,16773.199462890625
2021-10-01,16837.80029296875
2021-10-02,16511.199951171875
2021-10-03,16511.199951171875
2021-10-04,16511.199951171875
2021-10-05,16775.6005859375
2021-10-06,16750.999755859375
2021-10-07,16846.99951171875
2021-10-08,16888.00048828125
2021-10-09,16794.599609375
2021-10-10,16794.599609375
2021-10-11,16794.599609375
2021-10-12,16723.800048828125
2021-10-13,17356.199951171875
2021-10-14,17850.2001953125
2021-10-15,18145.2001953125
2021-10-16,17926.199951171875
2021-10-17,17926.199951171875
2021-10-18,27253.000122070312
2021-10-19,27472.9208984375
2021-10-20,27625.6396484375
2021-10-21,27566.3994140625
2021-10-22,27919.079345703125
2021-10-23,28067.43994140625
2021-10-24,28067.43994140625
2021-10-25,28067.43994140625
2021-10-26,28230.0
2021-10-27,27743.880493164062
2021-10-28,28249.759643554688
2021-10-29,28383.040405273438
2021-10-30,28233.399780273438
2021-10-31,28233.399780273438
2021-11-01,28233.399780273438
2021-11-02,28503.319580078125
2021-11-03,28583.68017578125
2021-11-04,28505.039184570312
2021-11-05,28512.999877929688
2021-11-06,28784.759765625
2021-11-07,28784.759765625
2021-11-08,28784.759765625
2021-11-09,28730.679931640625
2021-11-10,28570.920166015625
2021-11-11,28698.159545898438
2021-11-12,28773.959838867188
2021-11-13,28392.15966796875
2021-11-14,28392.15966796875
2021-11-15,28392.15966796875
2021-11-16,28239.160278320312
2021-11-17,40513.12013244629
2021-11-18,39928.20037841797
2021-11-19,39532.5206451416
2021-11-20,38840.20068359375
2021-11-21,38840.20068359375
2021-11-22,38840.20068359375
2021-11-23,38818.27946472168
2021-11-24,38962.159744262695
2021-11-25,38026.879333496094
2021-11-26,38026.879333496094
2021-11-27,38646.879943847656
2021-11-28,38646.879943847656
2021-11-29,38646.879943847656
2021-11-30,37306.680267333984
2021-12-01,36682.43994140625
2021-12-02,37262.76007080078
2021-12-03,35969.63951873779
2021-12-04,36334.960609436035
2021-12-05,36334.960609436035
2021-12-06,36334.960609436035
2021-12-07,37494.320571899414
2021-12-08,37640.96040344238
2021-12-09,36763.3606262207
2021-12-10,36459.12001037598
2021-12-11,35944.719314575195
2021-12-12,35944.719314575195
2021-12-13,35944.719314575195
2021-12-14,35646.88009643555
2021-12-15,36238.83950805664
2021-12-16,35975.9602355957
2021-12-17,35839.95960998535
2021-12-18,35320.43978881836
2021-12-19,35320.43978881836
2021-12-20,35320.43978881836
2021-12-21,35940.43985748291
2021-12-22,35999.999252319336
2021-12-23,36138.95944213867
2021-12-24,36542.36055755615
2021-12-25,36542.36055755615
2021-12-26,36542.36055755615
2021-12-27,36542.36055755615
2021-12-28,36230.24034118652
2021-12-29,35755.759437561035
2021-12-30,36720.07984161377
2021-12-31,36664.80054473877
2022-01-01,36697.79962158203
2022-01-02,36697.79962158203
2022-01-03,36697.79962158203
2022-01-04,36772.87963104248
2022-01-05,35467.08055114746
2022-01-06,35446.91988372803
2022-01-07,35450.36045837402
2022-01-08,34858.720878601074
2022-01-09,34858.720878601074
2022-01-10,34858.720878601074
2022-01-11,35507.24010467529
2022-01-12,35450.83963775635
2022-01-13,34626.4801940918
2022-01-14,33733.839363098145
2022-01-15,32347.120491027832
2022-01-16,32347.120491027832
2022-01-17,32347.120491027832
2022-01-18,32347.120491027832
2022-01-19,33076.07961273193
2022-01-20,33799.9599609375
2022-01-21,32476.87996673584
2022-01-22,31833.600090026855
2022-01-23,31833.600090026855
2022-01-24,31833.600090026855
2022-01-25,31832.6798248291
2022-01-26,31740.91926574707
2022-01-27,30712.560096740723
2022-01-28,31032.960556030273
2022-01-29,32268.400115966797
2022-01-30,32268.400115966797
2022-01-31,32268.400115966797
2022-02-01,32945.40017700195
2022-02-02,32142.840240478516
2022-02-03,31384.600036621094
2022-02-04,31873.760215759277
2022-02-05,31942.32022857666
2022-02-06,31942.32022857666
2022-02-07,31942.32022857666
2022-02-08,32159.000190734863
2022-02-09,32745.600135803223
2022-02-10,31731.00008392334
2022-02-11,31509.3194732666
2022-02-12,30945.640258789062
2022-02-13,30945.640258789062
2022-02-14,30945.640258789062
2022-02-15,31836.120071411133
2022-02-16,32196.399612426758
2022-02-17,31038.07977294922
2022-02-18,30474.240562438965
2022-02-19,29570.3194732666
2022-02-20,29570.3194732666
2022-02-21,29570.3194732666
2022-02-22,29570.3194732666
2022-02-23,28868.43975830078
2022-02-24,28928.599685668945
2022-02-25,29705.720016479492
2022-02-26,29688.60034942627
2022-02-27,29688.60034942627
2022-02-28,29688.60034942627
2022-03-01,28657.39966583252
2022-03-02,29508.479446411133
2022-03-03,28912.439811706543
2022-03-04,27458.2001953125
2022-03-05,26549.160453796387
2022-03-06,26549.160453796387
2022-03-07,26549.160453796387
2022-03-08,26274.200233459473
2022-03-09,27259.6400680542
2022-03-10,26974.160186767578
2022-03-11,26088.639640808105
2022-03-12,25998.12038040161
2022-03-13,25998.12038040161
2022-03-14,25998.12038040161
2022-03-15,26492.279304504395
2022-03-16,27514.599182128906
2022-03-17,28012.999420166016
2022-03-18,28539.4008102417
2022-03-19,28238.99981689453
2022-03-20,28238.99981689453
2022-03-21,28238.99981689453
2022-03-22,28756.119789123535
2022-03-23,28178.8803024292
2022-03-24,28326.240882873535
2022-03-25,28174.319595336914
2022-03-26,28436.31982421875
2022-03-27,28436.31982421875
2022-03-28,28436.31982421875
2022-03-29,29454.879600524902
2022-03-30,29279.43960571289
2022-03-31,28587.319953918457
2022-04-01,28570.560012817383
2022-04-02,29117.560089111328
2022-04-03,29117.560089111328
2022-04-04,29117.560089111328
2022-04-05,28227.63957977295
2022-04-06,27518.039916992188
2022-04-07,27190.840019226074
2022-04-08,26919.439750671387
2022-04-09,26647.59997177124
2022-04-10,26647.59997177124
2022-04-11,26647.59997177124
2022-04-12,26190.839977264404
2022-04-13,26009.60005569458
2022-04-14,25182.11994934082
2022-04-15,25071.760444641113
2022-04-16,25071.760444641113
2022-04-17,25071.760444641113
2022-04-18,25071.760444641113
2022-04-19,25820.11978149414
2022-04-20,25518.479988098145
2022-04-21,29794.820194244385
2022-04-22,28913.699947357178
2022-04-23,29125.60048675537
2022-04-24,29125.60048675537
2022-04-25,29125.60048675537
2022-04-26,28198.499519348145
2022-04-27,27844.340435028076
2022-04-28,28667.599235534668
2022-04-29,27573.079780578613
2022-04-30,27796.95948791504
2022-05-01,27796.95948791504
2022-05-02,27796.95948791504
2022-05-03,28204.399837493896
2022-05-04,29770.559520721436
2022-05-05,28562.199905395508
2022-05-06,28027.14009475708
2022-05-07,27022.69971847534
2022-05-08,27022.69971847534
2022-05-09,27022.69971847534
2022-05-10,26431.259536743164
2022-05-11,26311.299224853516
2022-05-12,26270.940383911133
2022-05-13,27431.440200805664
2022-05-14,27066.559539794922
2022-05-15,27066.559539794922
2022-05-16,27066.559539794922
2022-05-17,27840.379417419434
2022-05-18,27314.439449310303
2022-05-19,27508.320281982422
2022-05-20,27434.279693603516
2022-05-21,28110.420124053955
2022-05-22,28110.420124053955
2022-05-23,28110.420124053955
2022-05-24,27860.79934310913
2022-05-25,28385.57945251465
2022-05-26,29234.2000541687
2022-05-27,29924.120811462402
2022-05-28,30041.060024261475
2022-05-29,30041.060024261475
2022-05-30,30041.060024261475
2022-05-31,30041.060024261475
2022-06-01,29385.560386657715
2022-06-02,30310.139709472656
2022-06-03,29543.519969940186
2022-06-04,29549.680377960205
2022-06-05,29549.680377960205
2022-06-06,29549.680377960205
2022-06-07,29746.520069122314
2022-06-08,29048.159255981445
2022-06-09,28337.819339752197
2022-06-10,26734.079837799072
2022-06-11,25693.959400177002
2022-06-12,25693.959400177002
2022-06-13,25693.959400177002
2022-06-14,25624.239433288574
2022-06-15,26001.520740509033
2022-06-16,25109.740230560303
2022-06-17,25360.51993560791
2022-06-18,26177.43967819214
2022-06-19,26177.43967819214
2022-06-20,26177.43967819214
2022-06-21,26177.43967819214
2022-06-22,25944.520404815674
2022-06-23,26293.92039871216
2022-06-24,27368.66056060791
2022-06-25,26956.13928604126
2022-06-26,26956.13928604126
2022-06-27,26956.13928604126
2022-06-28,26491.33974838257
2022-06-29,26154.780433654785
2022-06-30,25621.319660186768
2022-07-01,26069.78042602539
2022-07-02,26339.85971069336
2022-07-03,26339.85971069336
2022-07-04,26339.85971069336
2022-07-05,26339.85971069336
2022-07-06,26203.199840545654
2022-07-07,26840.880462646484
2022-07-08,26718.17998123169
2022-07-09,26205.16017150879
2022-07-10,26205.16017150879
2022-07-11,26205.16017150879
2022-07-12,26208.979682922363
2022-07-13,25950.28034210205
2022-07-14,25537.619903564453
2022-07-15,26475.01979827881
2022-07-16,26441.760669708252
2022-07-17,26441.760669708252
2022-07-18,26441.760669708252
2022-07-19,27524.60031890869
2022-07-20,27902.43966293335
2022-07-21,27668.119911193848
2022-07-22,27271.360343933105
2022-07-23,27252.160438537598
2022-07-24,27252.160438537598
2022-07-25,27252.160438537598
2022-07-26,26625.439891815186
2022-07-27,27396.020099639893
2022-07-28,27587.11972808838
2022-07-29,27871.759853363037
2022-07-30,27932.800373077393
2022-07-31,27932.800373077393
2022-08-01,27932.800373077393
2022-08-02,27671.999542236328
2022-08-03,29426.87940979004
2022-08-04,29449.47998046875
2022-08-05,29475.8599319458
2022-08-06,29437.960201263428
2022-08-07,29437.960201263428
2022-08-08,29437.960201263428
2022-08-09,29104.43984603882
2022-08-10,30355.200511932373
2022-08-11,30310.26058959961
2022-08-12,31069.080181121826
2022-08-13,31117.02010345459
2022-08-14,31117.02010345459
2022-08-15,31117.02010345459
2022-08-16,31252.419998168945
2022-08-17,30415.279136657715
2022-08-18,30279.979328155518
2022-08-19,29208.499465942383
2022-08-20,28433.95958328247
2022-08-21,28433.95958328247
2022-08-22,28433.95958328247
2022-08-23,28505.8193359375
2022-08-24,28747.57968902588
2022-08-25,29332.759601593018
2022-08-26,27971.71971511841
2022-08-27,27766.060348510742
2022-08-28,27766.060348510742
2022-08-29,27766.060348510742
2022-08-30,27643.899642944336
2022-08-31,27469.26043701172
2022-09-01,27421.239612579346
2022-09-02,27153.21971130371
2022-09-03,27086.619945526123
2022-09-04,27086.619945526123
2022-09-05,27086.619945526123
2022-09-06,27086.619945526123
2022-09-07,27664.279705047607
2022-09-08,28438.09973526001
2022-09-09,28686.560150146484
2022-09-10,28872.86000061035
2022-09-11,28872.86000061035
2022-09-12,28872.86000061035
2022-09-13,27057.45960998535
2022-09-14,27236.420669555664
2022-09-15,27331.740753173828
2022-09-16,26959.500175476074
2022-09-17,27250.69969177246
2022-09-18,27250.69969177246
2022-09-19,27250.69969177246
2022-09-20,26678.860012054443
2022-09-21,25985.78056716919
2022-09-22,25442.500080108643
2022-09-23,25062.300365447998
2022-09-24,24545.340621948242
2022-09-25,24545.340621948242
2022-09-26,24545.340621948242
2022-09-27,24369.599380493164
2022-09-28,24836.399810791016
2022-09-29,23966.999877929688
2022-09-30,23604.240577697754
2022-10-01,24508.659645080566
2022-10-02,24508.659645080566
2022-10-03,24508.659645080566
2022-10-04,25471.919689178467
2022-10-05,25073.400592803955
2022-10-06,24665.479637145996
2022-10-07,23871.680877685547
2022-10-08,23631.199199676514
2022-10-09,23631.199199676514
2022-10-10,23631.199199676514
2022-10-11,23149.940216064453
2022-10-12,23317.679397583008
2022-10-13,24451.100677490234
2022-10-14,23962.04021835327
2022-10-15,24811.920085906982
2022-10-16,24811.920085906982
2022-10-17,24811.920085906982
2022-10-18,25470.4197845459
2022-10-19,25000.620483398438
2022-10-20,24852.399780273438
2022-10-21,25856.640453338623
2022-10-22,26210.199966430664
2022-10-23,26210.199966430664
2022-10-24,26210.199966430664
2022-10-25,27184.739837646484
2022-10-26,27323.39981842041
2022-10-27,27485.21936416626
2022-10-28,28042.35996246338
2022-10-29,27618.79930496216
2022-10-30,27618.79930496216
2022-10-31,27618.79930496216
2022-11-01,28017.77964401245
2022-11-02,27201.779899597168
2022-11-03,27130.56000137329
2022-11-04,27742.77991104126
2022-11-05,28233.13946914673
2022-11-06,28233.13946914673
2022-11-07,28233.13946914673
2022-11-08,28451.96025466919
2022-11-09,27847.520259857178
2022-11-10,30514.12013244629
2022-11-11,31210.56000518799
2022-11-12,30287.0207862854
2022-11-13,30287.0207862854
2022-11-14,30287.0207862854
2022-11-15,30113.29991531372
2022-11-16,29770.360553741455
2022-11-17,29572.11968231201
2022-11-18,29520.15948867798
2022-11-19,29388.680320739746
2022-11-20,29388.680320739746
2022-11-21,29388.680320739746
2022-11-22,29560.05974960327
2022-11-23,29728.999969482422
2022-11-24,29739.70097732544
2022-11-25,29739.70097732544
2022-11-26,29104.699821472168
2022-11-27,29104.699821472168
2022-11-28,29104.699821472168
2022-11-29,718.0
